"GeneSymbol"	"C1_raw"	"C3_raw"	"C4_raw"	"C7_raw"	"C8_raw"	"A9_raw"	"A10_raw"	"A11_raw"	"A12_raw"	"A14_raw"	"A15_raw"	"A16_raw"	"A17_raw"
"ARL2"	1034.667814	716	2004.737377	2269.322218	1289.014409	1201.831167	904.0013065	1284.075103	1454.939726	1716.794507	1380.526788	2191.330206	917.6094586
"ARL3"	1006.948806	795.8904244	1342.065775	1878.153869	1293.938613	1121.108306	1125.951233	1115.060884	1327.210334	1633.832391	1142.997085	1758.970325	755
"ARNT"	1581.692308	1000	2167.235607	2012	1308	1539	1267	1368	1664	1902	1573.961416	2090	1064
"ARNTL"	1221	1085	2525.981687	2629.972457	1500.957051	1510.957682	1130	1852.969543	1603	1737	1227	2494.933354	1221
"ARR3"	21	25	17	18	13	17	19	15	37	41	15	31	13
"ARRB1"	2474	1718	3168.988248	3652.419714	2698.617624	1622.978955	1632.980698	2527	2572	2340.98524	2699.475129	3333.628996	1916
"ARRB2"	831	624.0139507	1291.964788	1755.740941	1209.523425	810	735	1079	1000.016369	1034	976.804345	1714.32335	717
"ARSA"	242.0118822	362	648	599.9272026	433.7927365	301	276	468	479	565	605.5291779	564	371
"ARSB"	423	284	580	798.9046172	479	437	376	517	617	613	500	651	346.5503984
"STS"	1445	1170	1526	3075	1614	1585	1323	1872	1275	1670	1294	2291	847
"ARSD"	242	174	186	298	256	184	243	190	342	337	350	370	194
"ARSE"	34	36	43	56	38	25	30	75	37	51	44	31	28
"ARSF"	39	18	22	49	76	36	10	62	95	34	49	44	41
"ART1"	1	1	3	2	1	3	11	4	6	2	10	7	1
"ART3"	846.6873802	408	1048	521.8814494	331	451	506.8918919	444	407.0258965	720	512	580	485
"ART4"	22	6	12	11	18	15	20	9	14	12	10	12	5
"ARVCF"	491	541.0072103	790.0054681	1046.148132	563	518	529	647	687	813	1038.208758	1098	656
"ASAH1"	3074.19718	1824.259748	4035.629608	5143.312872	3513.610123	4054.342987	3483.254771	3653.825798	4595.412455	4714.803571	4338.62948	4886.792759	2439
"ASCL1"	180	196	254	334	176	179	135	232	275	221	294	237	236
"ASCL2"	2	1	8	3	1	2	1	5	3	0	4	7	1
"ASGR1"	56	49	87	105.5654497	94	62.01384035	68	102	68	108	79.66568627	136	66
"ASGR2"	10	4	14	6	6	14	9	11	5	4	19	9	11
"ASIP"	5	11	7	4	6	3	9	10	9	5	11	11	5
"ASL"	421	374	527.8181468	769.9025143	577	382	411.0051572	391.5195581	671.9115044	630.5076923	732	780	333.4373427
"ASNA1"	627	435	892	1417	867	665	595	697	757	812	831	1238	420
"ASNS"	1961	1302	2939	3638	2551.837765	2293	2067	2457	2013	2890	2239	3427.954888	1244
"ASPA"	860	432	1358	2000	557	1297	978	1193	1462	1665	1313	940	739
"ASPH"	5175.18804	4257.943684	6971.532058	7405.414549	6157.826479	4825.993718	4855.915916	5473.98752	7478.61843	8881.987712	6459.772008	8899.657759	4771.187028
"ASS1"	457	308	711.9541476	856.8263881	633.0441045	400	627.9359719	498	722.0742705	702	592.7586602	1048.8095	296
"ASTN1"	5253	5062	8074	12809	8749	5981	5595	6433	7316	7972	7222	11544	5205
"SERPINC1"	4	6	9	15	10	9	0	13	2	6	10	5	1
"ZFHX3"	676	655	1041	1033	713	562	646	974	1040	930	1184	1346	891
"ATF1"	285	242	389	503	260	265	284	304	332	410	349	449	248
"ATF3"	83	27	123	153	65	134	32	59	97	142	111	95	77
"ATF4"	948	684	1969	1915	1387	1002	843	1358	1378	1433	1080	2056	848
"ATIC"	1079	811.058859	1137.765547	1296.935513	988.0287989	1027.884419	954.947297	1305	1415.009484	1788	1065	1465	814
"ATM"	7412.344327	4469	9326.661516	9554.741977	5234.078652	7881.242662	6117.969897	9403.283707	8945.154979	9947.200409	8495.269164	9784.575804	5966.828904
"RERE"	5978.319409	5437.008783	9008	8572.970208	6159.916367	5264.972812	5695.988817	6491.231937	7267.211623	7717.974724	8471.790969	10019.92273	5008
"ATOX1"	256	170	404	424	285	238	238	307	353	383	320	355	177
"ATP1A1"	18248.36931	11953.19693	28497.6148	40276.66776	28898.93685	20590.48651	21913.95196	26056.56974	19341	24584.99676	19170.03069	39460.38834	12534.80043
"ATP1A2"	31983	28877	33117	45471	25793	21471	21990	32159	35113	44679	33533	35827	24383
"ATP1A3"	19037	12104	24072	34881	25642	17274	15924	19930	16023	23668	19648	32434	11395
"ATP12A"	9	12	5	41	17	18	1	6	23	18	6	26	8
"ATP1A4"	1682	1551	2261	2386	1329	1071	1018	1636	1692	2257	1836	1943	1460
"ATP1B1"	15739.73487	9079.10467	19766.93764	28898.53578	19128.56294	17188.24719	15996.52238	19556.7636	14862.57941	21776.51569	15501.36839	23732.95329	9764
"ATP1B2"	2727	3312	3332	5439	3161	2190	2714	3328	4716	8782	4101	5270	3307
"ATP1B3"	887	498	1243	1291	802	907	844	1136	886	1176	702	1322	706
"FXYD2"	12	22	33	17	15	14	18	16	22	18	21	47	10
"ATP2A1"	35	70	74	58	51	30	29	54	61	62	48	42	30
"ATP2A2"	13444.03598	9041.149803	17054.38199	29748.25515	17644.88191	14041.54482	12493.68616	16294.02871	13727.39093	16560.26975	12775.07684	25396.88241	9080
"ATP2A3"	50	42	63	66	42	16	38	37	47	43	105	83	55
"ATP2B1"	15568.36764	9753.867175	20266.75352	39695.117	22101.19812	17231.83285	15190.67868	16190.43538	15562.98131	17852.36681	14294.75502	30581.21669	8762
"ATP2B2"	9360	8053	15171	24272	15383	10386	9806	11715	10167	13763	11203	20786	7821
"ATP2B3"	2161.007855	1783	2856	3606.418297	3097.584098	1964.738318	1591.684092	2715	2153	2811.279163	2331.278195	4130	1516.180992
"ATP2B4"	5355.272523	3650.252171	7960.856771	10385.53497	6732.554719	5416.873322	5492.076875	5890.91809	6903.516643	6772.805962	5942.09128	10470.19572	4306.830604
"ATP4A"	42	54	74	21	34	11	15	35	19	32	36	31	37
"ATP4B"	2	4	0	2	6	3	2	5	3	3	1	4	1
"ATP5A1"	10099.00947	6012.003677	14889.00175	23063.96539	14672.45725	12264.31424	11616.16599	10814.00561	10914.44229	14225.01002	10580.8611	19302.64786	6303.000038
"ALDH7A1"	670	774.807451	1034	1050	670	772.6807596	758	775	1086	1266	617	1142	509
"ATP5B"	8590.247221	5306.500568	12832.79149	20140.90357	12669.68633	10864.31857	10152.23282	10713.60889	9540.378458	12623.92824	8717.508306	17107.79825	5626.978846
"ATP5C1"	2795	1497.910625	3999.976594	6522.697348	3660.567272	3221.891938	2872	2727	3347.900967	3852.937019	2757.376543	4577.642617	1431.453699
"ATP5D"	498	450	945	924	551	454	385	588	619	767	643	836	421
"ATP5E"	2260	1262	3275	2317	1468	2334	2168	2464	2734.51938	3074	1323	1936	783
"ATP5F1"	1717.039276	1125	2415.78587	3516.799742	2200.345662	1911.059758	1701.090685	1763.029328	2197.258004	2501.367473	2110.462979	3101.465298	1128.048939
"ATP5G1"	638	474	976	1376.963897	745	662	597	652	734	869	595	956	297
"ATP5G2"	1061	676	1268	1336	811	926	858	1082	1178	1311	1025	1233	438
"ATP5G3"	1098.891278	663.3440215	1640.962619	2702.735261	1625.958584	1272.105842	1306.106317	1241.987931	1269.160624	1578.554843	1348.574034	2175.229711	760
"ATP5I"	1913	1328	2559	3750.605948	2170.668047	1913	1658	2013	2626.933744	2448	2154.922393	2733.510483	1386.877664
"ATP5J"	565	395	949	1013	477	534	508	630	591	831	494	829	268
"ATP6V1A"	10832	5736	12816	22517	15618	12632	11490	10674	10510	12482	10203	19980	5500
"ATP6V1B1"	20	26	34	17	32	22	8	22	43	44	22	42	20
"ATP6V1B2"	12552	5872	13510	23640	15075	12580	12511	11011	9578	12244	10435	20638	5240
"ATP6V0C"	1208	1044	1488	2076	1472	746	790	1151	1513	1768	2126	1651	1108
"ATP6V1C1"	7908	4294	9539	16807	11257	9455	8781	8645	7871	9080	7494	14952	4106
"ATP6V1E1"	5123.945284	2715.454783	6217.119486	7701.371261	5175.220023	5389.278743	5087.652798	4545.816701	5105.809509	7098.880234	3857.315479	6797.380079	2124.361255
"ATP6V0B"	528	258	736	1069	549	415	358	599	472	557	499	906	317
"ATP6V1G2"	2638	1791	3370	5695	3834	2497	2239	2453	2417	3097	2455	4987	1412
"ATP6V0A1"	11160.18383	7297.9186	14580.42793	20694.51864	13193.32621	10838.70787	9559.606921	11947.54846	10533.9795	12283.94928	10722.90763	18614.12842	5908
"ATP6AP1"	2725	1767	3543	5483	3501	2752	2884	2940	2983	3573	2966	4601	1903
"ATP7A"	555	292	598	716	479	590	580	523	695	723	588	779	350
"ATP5O"	2224.468031	1363.178704	3017.101112	4265.284908	2758.054955	2352.054388	2397.952759	2572.071325	2663.122455	3262.992016	2267.577217	3724.072641	1498
"ATP7B"	513	601	687	746	511.8630601	401	396	628	664	650.8888889	662	989	497
"ATR"	3164.05304	2156.097553	3497.954412	4850.997973	3223	3161.078086	2692.004453	2805.024107	3980	4558.017667	3297	4398.028469	1849
"ATRX"	7540	5204	9647.019653	12635.90538	9271.039663	7884	7370.008802	8219	9387.011171	9723.857581	7904.628067	13228.22177	5435
"KIF1A"	39775	38063	61890	66258	51863	35837	34017	47068	47886	60525	60662	68879	35822
"AUH"	875.1396435	449.888675	1235.758468	1452.913669	941.8624367	853.9519592	880.1144343	851.0372336	900.066005	1186.888208	795	1472.508526	538
"AUP1"	630	473	1190.102823	1128.34766	740	570	510.595122	955	804	762	766	1232	580
"AVP"	0	0	1	1	1	0	4	0	0	0	2	0	0
"AVPR1A"	3	12	13	18	25	18	13	13	12	25	10	15	7
"AVPR2"	3	0	4	3	2	3	3	4	2	2	2	5	5
"AXL"	1326.810726	979.6506913	1223	1678.726523	1223.438648	812	844.8300989	1411.179828	1387.7209	1282	1461.689795	1678.305646	1200.667563
"AZGP1"	579	77	914	151	73	262	393	225	124	63	145	224	219
"AZU1"	3	9	1	9	9	9	1	3	8	5	9	2	5
"B2M"	4650	2385	4915	5916	3153	3785	4690	3803	7871	7113	8982	8059	4651
"BAAT"	75	48	62	95	65	62	49	46	42	56	39	115	32
"BACH1"	1304	780	1189	1968	1234	1346	1095	1324	1663	1470	1358	1925	949
"BAD"	440.9862823	358	881.329227	972.1775548	662.0847444	470	422.981982	542.9870968	720.1582634	729.099114	658	919	427
"BAG1"	759	452	925	1497	821	870	694	786	955	1099	858	1362	598
"BAGE"	9	5	10	11	7	9	10	8	10	14	8	17	4
"BAI1"	1333	2050	3054	2953.91612	1994	1198	1208	1925	1894	2489	2892	2830	2039
"BAI2"	5191	4711	6311	10346.04337	7144.775643	3942.722791	3212.011174	4850.013769	5144	5881	6391.013201	8617.708929	4588
"BAI3"	9249	7633	13063	17420	11313	9201	8267	8417	11192	11785	11079	15852	6988
"BAK1"	48	63	96	95	99	55	63	55	114	65	84	97	44
"BARD1"	259	240	463	559	310	329	232	366	563	585	393	454	325
"BAX"	127	97	151	243	177	102	98	208	167	249	219	308	140
"BBS1"	1038.80693	1103	1482.753291	1998.894184	1227.527276	1087.644177	1264.526001	1183.873929	1386.681142	1768.848979	1586.156542	2059.919069	959
"BBS2"	4155	2811	5240	4904	3945	3593	2939	4448	5622	4446	4166	5093	3648
"BBS4"	602.0333183	462	876	1085	826.006208	607	658.0291072	569	919.9385585	982	822	1146	342
"BCAT1"	1772	827.6853006	1484	3307	2132.902789	2038	1583	1544	1548.013419	2120	1503.783032	3040	870
"BCAT2"	243	280	475	354.9411765	234	156	199	311.0309099	482	328	409	374	300
"BCHE"	90	84	200	220	94	126	81	179	217	152	184	209	81
"BCKDHA"	450	386	714	1009	553	544	407	587	671	676	702	980	412
"BCKDHB"	816	573	943	1472	862	880	733	900	1165	1431	1025	1598	738
"CCND1"	252	314	388	915	325	320	368	335	462	652	590	1036	380
"BCL2"	960	593	845	1090	714	613	709	974	1173	837	882	1443	751
"BCL2A1"	19	3	7	2	3	5	19	4	53	12	12	28	8
"BCL2L1"	1264	851	1893	2130	1621	1201	1033	1636	1683	1428	1448	2042	1125
"BCL2L2"	2459	1755	2989	5034	3119	2473	2388	2627	2601	2937	2454	4148	1460
"BCL3"	54	32	53	40	30	42	24	38	43	49	36	47	53
"BCL6"	1328	856	1625	1195	808	927.030286	950	1579	1667	1531	1156	2083	1355
"BCL7A"	681	540	933	1360	813	599	553	728	858	942	907	1345	587
"BCL9"	685	547	903	1129	593	605	583	713	782	959	743	1057	563
"TNFRSF17"	0	15	1	9	6	9	9	13	3	9	10	20	6
"HCN2"	871	1356	1771	1605	1250	980	811	1641	1417	1914	1645	1638	1161
"OPN1SW"	30	19	37	45	43	45	34	48	44	26	26	56	19
"BCR"	3530.96194	3595.153918	5173.993266	6699	4602.878623	2659.048276	2642.081215	3940.127624	4285	4301.124713	5095.99308	6940	3582
"BCS1L"	215	195	393	468	304	235	217	318	281	336	340	453	219
"BCYRN1"	1	4	2	3	1	3	5	1	4	8	7	3	7
"BDH1"	1014	832	921	1337	1255.946283	975	897	803	1120	1176	1178.010061	1531	627
"BDKRB1"	0	0	0	4	3	2	2	0	5	8	3	5	0
"BDKRB2"	1	2	1	6	2	2	1	0	4	13	6	3	0
"BDNF"	164	139	167	432	134	165	164	114	172	179	216	202	62
"CFB"	167	144	220	207	151	88	215	189	226	310	354	364	158
"BFSP1"	79	76	80	147	111	63	126	51	79	107	149	116	45
"BGLAP"	13	25	41	40	13	18	21	36	33	40	37	29	19
"BGN"	333	317	518	525	335	377	354	664	688	769	514	921	442
"CEACAM1"	75	55	74	63	63	59	63	51	84	99	75	111	49
"BHMT"	27	49	70	98	61	20	95	44	55	26	48	80	33
"BICD1"	833	713	1033	1222	756	648	677	884	1033	1111	871	1292	681
"BID"	608	405	778	1099.043698	709.0030231	652	488	828	582	674	621.000797	1098.009017	461
"BIK"	4	8	21	11	19	11	12	15	9	10	8	18	12
"PRDM1"	117	98	89	111	169	89	74	114	110	126	89	142	88
"BLK"	3	3	2	2	2	0	3	1	2	3	2	3	0
"BLM"	208	120	261	326.018354	213	165	152.2173913	224	327	233	234	424	174
"BLMH"	456	341	688	799.8731655	510	491	384	534	613	657	538	866.8655869	313
"CXCR5"	3	12	7	11	10	14	7	9	17	12	10	16	9
"BLVRA"	444	353	727	913	584	493	450	553	539	661	527	920	303
"BLVRB"	317	243	439	645	418.0958148	338.0050755	288	304	456	664	549	709.9153077	352
"BNC1"	5	6	4	5	14	5	3	0	6	2	7	3	2
"BMI1"	1822	984	2603	3398	1769	2292	1639	2718	2440	2378	1873	3261	1492
"BMP1"	183	175	401	266	172	153	125	278	263	259	273	392.0075865	263
"BMP2"	81	55	88	148	87	87	55	83	145	89	84	116	57
"BMP3"	42	28	68	103	50	51	53	63	70	48	47	78	40
"BMP4"	54	35	77	61	23	46	80	47	19	44	61	74	37
"BMP5"	5	12	20	18	15	12	50	22	3	12	52	35	5
"BMP6"	24	9	62	32	29	27	27	48	57	42	15	66	31
"BMP7"	688	644	739	1267	725	514	573	839	882	792	866.0021964	950	666
"BMP8B"	100	42	148	80	81	69	45	36	92	103	83	138	70
"BMPR1A"	471.0005408	328.2004018	560.0016382	671.0012264	468.0010148	425.0007279	360	585.1426131	691.4548104	715.015737	490.0326677	800.1439536	478
"BMPR1B"	1240	1024	1072	1666	1127	1027	1260	1145	1863	1944	1827	2150	1219
"BMPR2"	7311	4650	7903	15776.00685	10028.07601	8049.016196	6996	8596.049743	9047	10029	7304.118721	14778.0162	5313
"BMX"	33	8	16	20	18	11	43	9	9	26	34	19	23
"POLR3D"	440	361	789.1290506	803	327.0077279	461.9996373	330	606	563	609	472	745	285
"BNIP1"	132	114	163	275	156.020642	184	127	189	169.8855507	208	174	253	98
"BNIP2"	919	594	935	1049	758	737	781	853	1388	1386	1153	1274	769
"BNIP3"	1140	732	1455	2497	1439	1335	1511	1165	1252	1227	1271	2072	842
"BNIP3L"	4382	2301.479704	4830	8456.397052	5389	5429	5042	4368	5168.371481	6130.551016	5048	6832	2803
"BOK"	855.0354791	408	1271.045812	1236	588	725.0275816	436	1317.049846	1134	1208	1239.148222	1035.043938	801
"DST"	78165.21016	50002.59863	99670.32901	96391.87144	64358.50093	71194.73438	57548.51767	85608.57507	95703.40393	105939.5195	81112.80606	116144.3748	58532.3364
"FOXL2"	9	2	4	6	1	3	2	4	4	6	5	9	2
"BPGM"	225	110	305	443	310	252	281	222	298	347	247	469	132
"BPHL"	289	174	379	314	278	241	197	155	301	357	228	474	209
"BPI"	2	0	0	0	1	6	0	1	1	0	0	4	0
"BRCA1"	242	164	336	373	202	261	241	275	337.8918491	336	391	310	173
"BRAF"	2374	1688	3754	3533	2417	2421	2248	2476	2695	3309	2333	3502	1496
"BRCA2"	77	34	68	96	83	102	89	75	120	93	102	103	54
"BRDT"	5	4	0	12	7	8	2	5	4	11	5	10	7
"ZFP36L1"	777	602	1394	939	831	733	1181	1051	1159	1401	1435	1716	1134
"ZFP36L2"	302	272	554	402	292	303	354	547	622	545	637	421	526
"BRS3"	2	0	2	1	0	6	2	1	6	0	1	0	1
"BSG"	6914	5903	7699	12147.95804	7837.940299	4745.902733	5185.223594	6931	6272.491798	7716.276644	9994.975674	12104.82581	5884
"BST1"	56	27	59	37	33	37	42	46	62	64	91	65	29
"BST2"	238	115	236	277.9419496	69.03921195	106	129	268	307.9985193	286	267.984127	356.9336331	151
"BTC"	21	26	34	62	46	33	36	24	40	31	27	55	11
"BTD"	336	254	514	531	336	384	318	370	502	482	429	569	275
"KLF9"	2806	1109	2474	3113	3160	2158	1853	2280	2978	2018	1737	3403	1652
"KLF5"	74	55	62	107	77	61	95	95	59	87	95	107	40
"BTF3"	2019	1302	2410	2380	1778	1985	2054	2108	2276	2853	1845	2518	972
"BTG1"	45	40	56	46	35	24	25	61	48	61	50	65	44
"BTK"	82	37	117	61	69	49	106	122	168	90	135	147	84
"BTN1A1"	6	7	5	7	2	0	3	4	18	14	8	8	4
"BUB1"	38	14	31	44	24	44	28	15	49	63	26	46	16
"BUB1B"	18	24	25	71	30	21	31	34	53	37	56	54	33
"BYSL"	105	118	154	204.2150615	159	111	96	149	151	161	109	166.0166343	92
"TSPO"	153	93	210	230	134	122	110	233	252	185	306	348	238
"C1QBP"	1382	791.1733617	1865.916393	2223.263801	1653.421755	1439.037337	1136.165386	1491.07145	1588.242062	1654.514791	1394.82685	2200.513329	869
"SERPING1"	630.0466908	365	629	615.0021207	468.0077958	365	632	514.0761656	670.9637653	871	808.9337008	1197.99489	486
"C1QA"	298	80	273	55	123	94	220	242	338	250	394	669	294
"C1QB"	599	209	460	149	307	224	644	655	1028	834	969	1672	748
"C1QC"	342	184	282	136	337	164	332	402	688	525	758	1286	584
"C1R"	266	121	235	299	173	159	285	241	417	494	374	951	236
"C1S"	530	300	551	690	478	563	589	410	858	976	857	1452	407
"C2"	102	56	91	70	102	57	116	103	120.0074351	103	110	256	38
"C3"	3975.925221	2039	3862	1982	3045	3253.984101	5903.212991	4942.640091	8140.131677	5275	8369.835104	12399.9695	5076
"C3AR1"	71	27	99	37	62	78	62	121	138	47	127	148	81
"C4A"	3621	2122	2193	1879	1195	1899	3599	4320	7627	5417	5826	10203	4951
"C4B"	159	78	106	76	62.06725749	76	141.0780468	186.9623734	283.2084465	227.144291	282.9362701	525	247
"C4BPA"	45	22	32	24	19	33	28	28	23	43	38	43	20
"C4BPB"	4	3	4	3	8	10	3	5	10	6	12	9	6
"CAPN5"	305	332	640	977	606	437	353	539	527	698	642	943	375
"C5"	692	534	647	853	493	594	688	530	1006	1015	809	922	502
"C5AR1"	25	13	36	16	14	15	20	23	53	33	31	67	46
"C6"	7	5	16	3	4	7	1	5	10	5	2	19	10
"C7"	127	56	185	113	92	135	311	164	275	371	227	302	110
"C8A"	3	0	3	1	0	0	0	0	0	0	0	4	0
"C8G"	6	6	7	4	7	12	2	8	14	10	11	11	14
"OSGIN2"	664	375	847	1510	874	917	792	951	878	1025	972	1288	714
"C9"	1	3	0	1	0	4	0	0	0	0	0	0	0
"C11orf2"	1373	1135.098764	2203	3142.071243	2096.170222	1326.094944	1252.022603	1553	1850	1938	2229.109977	3143.110576	1424
"MRPL49"	403	365	638	809	614	407	413	488	532.0094291	586	604	876	344
"ZNHIT2"	79	46	73	131	89	70	77	78	87	108	93	140	62
"MPPED2"	451	295	370	740	436	339	350	285	315	461	392	517	230
"C11orf9"	4490	2191	5082	4281	2992.851301	4510	3344.034862	5410	6387.952672	7526.849602	6632	3859	3565
"C11orf10"	285	152	294	407.9816994	264	288	236	258	365	402	435	411	176
"DAGLA"	973	1107	1674	2415	1723	920	1012	1174	1420	1621	1670	2262	1102
"C16orf3"	28	28	31	25	27	12	22	23	26	40	39	30	32
"FMNL1"	507	506	731	847.7626157	620	337	377.0205882	643	682	754.6940299	759	867	570
"C18orf1"	1830.810665	1066	2161.937869	3922.881398	2074.597909	2114.438439	1744.06509	1804.68932	2079.912276	2488.748992	2342.770695	2618.651574	1504
"PTTG1IP"	1849.987944	1182.345778	2008.996146	2214.77196	1744.80981	1551.191011	1660.548854	1948.070479	3046.025176	2662.685334	2821.325228	3370.511448	1876.987489
"C21orf2"	269	285	393	572	418	284	246	286	416	417	511	631	327
"TMEM50B"	1025	867.9830508	1344.194934	1895.909269	1228.903307	1193.990196	1006	1123.967162	1304	1615.992218	1463.023811	2099.016523	901
"MPPED1"	641	833	1384	2427	1165	915.0509333	745	1335	968	1164	1042	2175.004212	776
"CA1"	57	29	30	37	32	26	21	42	32	70	33	59	28
"CA2"	1472	776	2776	2100.338005	803.9460937	1020	588	2202	1574	2106.978723	2283.121477	2554.966578	1579
"CA3"	41	30	54	81	37	37	45	50	62	54	33	86	28
"CA4"	226	179	244	402	415	127	127	155	258	244	285	351	176
"CA5A"	2	0	8	6	4	1	14	2	1	15	1	6	0
"CA7"	117	127	195	243	189.7142857	124	78	146	132	156	165	263.0207256	128
"CA8"	252	346	392	608	273	414	293	490	570	552	394	563	272
"CA9"	4	4	8	15	6	4	0	5	7	0	10	10.50121235	2
"CA11"	2939	2193	3429	6120	4031	2230	2168	2449	2591	3067	3176	4962	1818
"CA12"	179	53	35	71	48.16803413	55	30	66	56	103	72	71	22
"CACNA1A"	3843	4436.562714	5753.917808	6046.501762	4359.673435	2834.921222	3536.279837	4563	4849	5049.230892	4837.812673	6674.222458	3998
"CACNA1B"	3850.009598	4873.061204	6344	6603	4984.950502	3385	3595.035131	4811	5072.029559	5179.158603	5394.872036	7996.070603	4237
"CACNA1C"	4318.3226	3668	5023.136364	5073.099237	4329.480993	3057	3226.136364	3942.179688	3961.040341	4183.108737	4136.396307	5730.435675	3287.026131
"CACNA1D"	2236	2034.778682	3031.666667	3183.662667	2273.431373	1832.011988	1993.357143	2321.656102	2355.612607	2601	2268.565217	3148	1828.357686
"CACNA1E"	5253.095048	4742.400494	8431.387716	11409.23549	8025.769014	5383	5116.949153	6853	6364.357123	6957.316342	6758.196382	11341.37948	4449.165403
"CACNA1F"	30	29	60	100	44	30	28	39	49	48	48	100	21
"CACNA1S"	13	16	44	81	46	47	12	26	34	21	48	48	32
"DDR1"	2794.188308	1998.298068	3276	4046.123105	2701	2953	2090	3315.035577	5191	5837.970698	4203.957464	4308.220885	2942
"CACNA2D1"	5648	3679.979275	7799.964349	10952.16625	6445.86556	6228.011011	5067.094987	6208.983264	5904.872313	6444	4697	8940.153412	2976
"CACNB1"	2290.024285	1584.921149	2345.914339	4318.782841	2494.62032	1829.847456	1850.943013	1980.903052	2128.947743	2220.934045	2429	3674	1403
"CACNB2"	1779.002902	1411.009905	2353.006488	3255.415307	2365	1725	1718	1851	1776	2235	1750	3167.385627	1240
"CACNB3"	716	872	1410	1902.214734	1084.071	784	640	993	1046	1384	1010	1697.930932	820
"CACNB4"	2979	1980.956796	3917.934007	6608.841845	4085.656608	3433.956557	3259.009969	3118.93122	3016.777235	3672.019262	2825.705416	5822.610042	1810
"CACNG1"	2	2	5	3	8	1	4	0	6	5	1	3	0
"SLC25A20"	241	203	340	316	283	185	194	324	343	289	352	366	206
"CAD"	978	899.0044845	1628	1495	1038	930.0213199	818	1220	1374	1507	1271	1795	897
"CALB1"	330	402	696	1412	810	620	594	796	494	320	320	871	270
"CALB2"	346	163	488.8743917	979.8816569	546	402.032135	583.9319136	402	380	425	488	645	207
"S100G"	1	4	4	0	1	2	4	0	3	2	2	1	6
"CALCA"	0	4	5	3	2	1	3	3	4	2	0	2	2
"CALCB"	1	0	1	5	0	4	3	0	0	0	3	2	0
"CALCR"	0	1	7	26	7	1	8	8	3	4	4	14	1
"CALD1"	1362	957	1477	1526	1406	1143	1087	1786	1866	1807	1370	2138	1197
"CALM1"	42946.51112	31593.12552	53183.43202	99791.18523	65530.55111	45053.32755	40446.78332	51405.35512	52194.21735	57795.27861	46613.12429	82549.11857	30145.86883
"CALM2"	19347.26353	9992.143204	21144.77253	32910.63564	20320.24071	22169.6437	19558.5916	19262.94292	22085.14319	22583.8125	18202.36105	27320.1729	10239.49677
"CALM3"	13079.1024	10347.9905	16865.97733	28329.94452	18051.96824	11951.95816	10602.56523	14026.8657	13546.66721	18346.73577	13350.97078	22862.96604	6947.999148
"CALML3"	2	3	3	4	3	0	1	4	5	2	7	5	0
"CALR"	4243.124698	2934	5653.997947	7260.01095	3972.532407	3221.324317	3329.752397	4417.182173	4201.259421	5842.648943	6106.266261	9151.014458	3581
"CALU"	1010.276168	697.0018599	1277	1718.003129	1082.920128	1129.001726	905.9210526	1204.947826	1522.873812	1428.886486	1189	1976	836
"CAMK4"	1321.965668	987	1601	3516.98129	1967.861966	1210	1294.054431	1036	1440	1551.852707	1521	2208	825
"CAMK2A"	30475	32600	51114	64082	49452	25215	25776	38756	33315	37304	41900	63450	26928
"CAMK2B"	6999.722721	5827.0422	11221.50505	14328.01315	9796.226417	5994.626458	5369.513254	8092.345443	7743.301935	8712.223244	8050.816883	13130.75019	5718.809201
"CAMK2D"	4318	2259.623457	4824	7809.68	5117	4011	3419.892989	3741.445833	4499.606509	4831.664311	4393.576132	7214	2319
"CAMK2G"	7621.708561	5331.819615	11778.58048	14993.79321	9798.082727	7449.493616	7214.899381	9018.484336	7874.4987	9971.089652	9003.937091	14796.36932	6392.299362
"CAMLG"	921.6056889	546.7714286	1110.025084	1688.934584	1265.351033	1008	1016.339022	872.0210894	865.0128884	1188.600537	996.0026772	1744.702297	545
"CAMP"	0	1	0	0	0	1	0	2	0	0	0	0	2
"CANX"	15107.7462	8750.147912	16440.39944	23773.82738	15713.84746	14763.70102	15140.16314	15125.70988	18063.80467	19540.31479	16718.68536	21743.39675	9451.978325
"CAPG"	316.8927107	120.0422077	305.8972661	198	290.8414303	347.8218602	261	265	534	430	638	697.9073329	334
